,w,IR
552,922.3508407649285,1.109761615558042e+27
553,924.0187446361128,9.232211562236612e+26
554,925.6866485072971,8.318694398758982e+26
555,927.3545523784815,4.872295925200883e+26
556,929.0224562496658,1.200078950095358e+27
557,930.6903601208501,3.9410634062959e+26
558,932.3582639920344,1.2739597260490983e+27
559,934.0261678632188,9.241630177205033e+26
560,935.694071734403,1.4098877720487378e+27
561,937.3619756055874,1.143926965208916e+27
562,939.0298794767716,3.0735534581653766e+27
563,940.697783347956,8.267366936471376e+26
564,942.3656872191403,2.829034542077063e+27
565,944.0335910903246,3.436485897686869e+27
566,945.701494961509,2.2629763449012535e+27
567,947.3693988326933,2.3454774025026197e+27
568,949.0373027038776,1.8535872290849942e+27
569,950.705206575062,1.4134821669371793e+27
570,952.3731104462462,2.3917376033121789e+27
571,954.0410143174306,1.4804242007742746e+27
572,955.7089181886148,1.364088759402412e+27
573,957.3768220597992,9.363476256363489e+26
574,959.0447259309835,1.6382847553391982e+27
575,960.7126298021678,7.16038783559675e+26
576,962.3805336733521,1.8725522851240955e+27
577,964.0484375445365,1.0247236123566737e+27
578,965.7163414157208,2.205950477993078e+27
579,967.3842452869052,2.665210777054205e+27
580,969.0521491580894,2.845576628836074e+27
581,970.7200530292738,4.3190450011413466e+27
582,972.387956900458,3.0817252553833263e+27
583,974.0558607716424,3.405162352954273e+27
584,975.7237646428267,2.7630197164324375e+27
585,977.391668514011,1.48151364564389e+27
586,979.0595723851953,1.0890759609158106e+27
587,980.7274762563796,7.095889736092605e+26
588,982.395380127564,8.555822904486102e+26
589,984.0632839987484,4.7417463354629385e+26
590,985.7311878699326,5.698614122130967e+26
591,987.399091741117,6.63625302165389e+26
592,989.0669956123012,9.030379498507501e+26
593,990.7348994834856,4.76088883989704e+26
594,992.4028033546699,7.084111427271829e+26
595,994.0707072258542,4.898818059808994e+26
596,995.7386110970385,6.54322020394741e+26
597,997.4065149682228,2.9332794912342033e+26
598,999.0744188394071,7.908212586791538e+26
599,1000.7423227105916,2.581866218451233e+26
600,1002.4102265817758,4.581135254673354e+26
601,1004.0781304529602,3.193848360969476e+26
602,1005.7460343241444,5.6991695894772924e+26
603,1007.4139381953288,2.759496403851091e+26
604,1009.0818420665131,4.419970584103522e+26
605,1010.7497459376974,3.363853108690448e+26
606,1012.4176498088817,4.999884142321456e+26
607,1014.085553680066,1.1606944416339251e+26
608,1015.7534575512503,4.7676149236243154e+26
609,1017.4213614224348,2.1351400610636223e+26
610,1019.089265293619,5.891402707568859e+26
611,1020.7571691648034,3.433138607420126e+26
612,1022.4250730359876,5.3176622283800646e+26
613,1024.092976907172,2.2098728611410575e+26
614,1025.7608807783563,6.958283884560068e+26
615,1027.4287846495406,2.642321041158642e+26
616,1029.096688520725,5.86437138462555e+26
617,1030.7645923919092,1.3303207254398834e+26
618,1032.4324962630935,6.236048363483427e+26
619,1034.1004001342778,2.8026574128447823e+26
620,1035.7683040054621,6.646990208994028e+26
621,1037.4362078766464,9.289091340546042e+25
622,1039.1041117478308,5.886670007729277e+26
623,1040.772015619015,2.737796308082528e+26
624,1042.4399194901996,6.718659036945523e+26
625,1044.1078233613837,2.113895091330698e+26
626,1045.7757272325682,6.522805708838594e+26
627,1047.4436311037523,2.1710613706877926e+26
628,1049.1115349749368,6.269199345007762e+26
629,1050.7794388461211,1.2231238629602737e+26
630,1052.4473427173054,5.342619538475269e+26
631,1054.1152465884898,1.9089820956594887e+26
632,1055.783150459674,5.5240979231177504e+26
633,1057.4510543308584,3.661099626785701e+26
634,1059.1189582020427,4.525232341760767e+26
635,1060.786862073227,2.264858938168301e+26
636,1062.4547659444113,5.5745167579441605e+26
637,1064.1226698155956,1.2504389829838491e+26
638,1065.79057368678,5.430761111199124e+26
639,1067.4584775579642,2.3011987642699966e+26
640,1069.1263814291485,4.365322027177944e+26
641,1070.7942853003328,2.4645558265282353e+26
642,1072.4621891715171,7.052523377988919e+26
643,1074.1300930427014,2.0755158154655678e+26
644,1075.7979969138858,3.375846470346822e+26
645,1077.46590078507,1.2919247082184255e+26
646,1079.1338046562546,5.097082656851276e+26
647,1080.8017085274387,2.1429988901876258e+26
648,1082.4696123986232,5.1397070578645024e+26
649,1084.1375162698073,2.125803979642672e+26
650,1085.8054201409918,5.3123618156734235e+26
651,1087.4733240121761,5.4883223381796936e+26
652,1089.1412278833604,6.968327524062822e+26
